CAT_PERIODO,CODIGO_UNICO,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,RANGO_EDAD,AÑO_ING_PRI_AÑO,SEM_ING_PRI_AÑO,AÑO_ING_CARR,SEM_ING_CARR,NOMB_TITULO_OBTENIDO,NOMB_GRADO_OBTENIDO,FECHA_OBTENCION_TITULO,TIPO_INST_1,TIPO_INST_2,TIPO_INST_3,COD_INST,NOMB_INST,COD_SEDE,NOMB_SEDE,COD_CARRERA,NOMB_CARRERA,NIVEL_GLOBAL,NIVEL_CARRERA_1,NIVEL_CARRERA_2,DUR_ESTUDIO_CARR,DUR_PROCESO_TIT,DUR_TOTAL_CARR,REGION_SEDE,PROVINCIA_SEDE,COMUNA_SEDE,JORNADA,MODALIDAD,VERSION,TIPO_PLAN_CARR,AREA_CINEUNESCO,OECD_AREA,OECD_SUBAREA,AREA_CARRERA_GENERICA_N
TIT_2019,I143S26C76J2V1,21563175,1,198207,36,35 A 39 AÑOS,2009,1,2013,1,INGENIERO DE EJECUCION EN INFORMATICA, ,20191024,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,26,SEDE BELLAVISTA,76,ingenieria de ejecucion en informatica,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,METROPOLITANA,SANTIAGO,SANTIAGO,VESPERTINO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S2C219J2V2,18594834,1,198209,36,35 A 39 AÑOS,2009,1,2016,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190702,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,2,SEDE ANTOFAGASTA,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,510173,1,199502,24,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190718,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,2333235,1,199208,26,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190723,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,2704348,1,198907,29,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190723,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,3163067,1,199001,29,25 A 29 AÑOS,2014,1,2017,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190405,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,3437987,1,198905,30,30 A 34 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190626,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,4265960,1,199503,24,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190718,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,5586658,1,199610,22,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190808,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,6578639,1,199508,23,20 A 24 AÑOS,2014,1,2017,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190503,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,6792678,1,198203,37,35 A 39 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190617,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,6950332,1,199404,25,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190723,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,8568405,1,197907,39,35 A 39 AÑOS,2014,1,2017,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190415,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,9945652,1,198806,31,30 A 34 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190802,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,10091778,1,198910,29,25 A 29 AÑOS,2009,1,2016,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190503,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,13788998,1,199207,26,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190617,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,17951767,1,199505,24,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190503,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,18175726,1,199604,23,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190626,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,18891500,1,199508,23,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190617,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,20223575,2,197709,41,40 Y MÁS AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190503,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,21341359,1,199107,27,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190702,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,21548339,1,199405,25,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190626,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S6C219J2V2,23148721,1,199507,23,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20191024,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,6,SEDE VIÑA DEL MAR,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,2799613,1,199603,23,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190527,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,3481852,1,198707,31,30 A 34 AÑOS,2014,1,2016,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190729,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,3729589,1,198708,31,30 A 34 AÑOS,2009,1,2016,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190509,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,4838069,1,199011,28,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190426,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,5055205,1,199409,24,20 A 24 AÑOS,2014,1,2017,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190415,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,5148527,1,199301,26,25 A 29 AÑOS,2014,1,2017,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190802,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,7077740,1,199404,25,25 A 29 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190626,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,7948678,1,199610,22,20 A 24 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190527,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,9029221,1,198905,30,30 A 34 AÑOS,2015,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190626,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,11615634,1,198508,33,30 A 34 AÑOS,2012,1,2017,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190729,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,12563735,1,199404,25,25 A 29 AÑOS,2014,1,2017,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20190503,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I143S8C219J2V2,12678924,1,198410,34,30 A 34 AÑOS,2012,1,2015,1,INGENIERO DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS, ,20200124,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,8,SEDE SAN FERNANDO,219,ingenieria de ejecucion en informatica mencion desarrollo de sistemas,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,LIB. GRAL B. O'HIGGINS,COLCHAGUA,SAN FERNANDO,VESPERTINO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
